id,candidate_id,book_id,pair,direction,reason,recorded_at,status,settled_at
548,111,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
549,112,A_control,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
550,112,B_conf6_rr15,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
551,112,C_grade_based,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
552,112,D_no_da,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
553,112,E_no_dd_gate,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
554,112,F_sentiment_only,NZD/USD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
555,113,A_control,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
556,113,B_conf6_rr15,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
557,113,C_grade_based,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
558,113,D_no_da,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
559,113,E_no_dd_gate,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
560,113,F_sentiment_only,NZD/CAD,BUY,eligibility,2026-09-16 18:22:13,PENDING,
