pair,date,direction,bucket,ribbon_status,rib_against,rib_strongly_against,w_d_conflict,w_sig,d_sig,status,gross_pips,net_pips,days_held
GBP/CAD,2025-07-30,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,87.9,78.0,6.0
GBP/CAD,2025-07-31,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,-14.1,-15.0,6.0
GBP/CAD,2025-07-31,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,14.1,4.2,6.0
GBP/CAD,2025-08-01,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,48.5,47.6,6.0
GBP/CAD,2025-08-01,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-110.0,-119.9,6.0
GBP/CAD,2025-08-04,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,162.3,159.9,4.0
GBP/CAD,2025-08-04,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-105.0,-112.7,3.0
GBP/CAD,2025-08-05,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,WIN,210.0,209.1,6.0
GBP/CAD,2025-08-05,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-105.0,-111.9,2.0
GBP/CAD,2025-08-06,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,WIN,200.0,198.3,5.0
GBP/CAD,2025-08-06,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-100.0,-106.2,1.0
GBP/CAD,2025-08-07,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,WIN,210.0,208.3,5.0
GBP/CAD,2025-08-07,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-105.0,-111.2,1.0
GBP/CAD,2025-08-08,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,WIN,220.0,218.4,5.0
GBP/CAD,2025-08-08,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-110.0,-118.5,4.0
GBP/CAD,2025-08-11,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,WIN,210.0,206.9,3.0
GBP/CAD,2025-08-11,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-105.0,-111.2,1.0
GBP/CAD,2025-08-12,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,WIN,210.0,206.1,2.0
GBP/CAD,2025-08-12,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-105.0,-111.2,1.0
GBP/CAD,2025-08-13,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,49.6,48.8,6.0
GBP/CAD,2025-08-13,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-115.0,-121.2,1.0
GBP/CAD,2025-08-14,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,15.3,14.5,6.0
GBP/CAD,2025-08-14,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,-15.3,-25.3,6.0
GBP/CAD,2025-08-15,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-7.9,-8.7,6.0
GBP/CAD,2025-08-15,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,7.9,-2.1,6.0
GBP/CAD,2025-08-18,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-74.7,-77.0,4.0
GBP/CAD,2025-08-18,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,74.7,66.2,4.0
GBP/CAD,2025-08-19,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,40.1,39.3,6.0
GBP/CAD,2025-08-19,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,-40.1,-50.1,6.0
GBP/CAD,2025-08-20,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-53.1,-53.9,6.0
GBP/CAD,2025-08-20,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,53.1,43.1,6.0
GBP/CAD,2025-08-21,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-37.1,-37.9,6.0
GBP/CAD,2025-08-21,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,37.1,27.1,6.0
GBP/CAD,2025-08-22,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-42.3,-43.1,6.0
GBP/CAD,2025-08-22,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,42.3,32.3,6.0
GBP/CAD,2025-08-25,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-100.0,-103.1,3.0
GBP/CAD,2025-08-25,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,106.7,98.2,4.0
GBP/CAD,2025-08-26,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-95.0,-98.1,3.0
GBP/CAD,2025-08-26,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,92.9,82.9,6.0
GBP/CAD,2025-08-27,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-90.0,-93.9,2.0
GBP/CAD,2025-08-27,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,WIN,180.0,170.0,6.0
GBP/CAD,2025-08-28,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-90.0,-94.7,1.0
GBP/CAD,2025-08-28,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,WIN,180.0,170.8,5.0
GBP/CAD,2025-08-29,BUY,clean,CONVERGING,False,False,False,SELL,NEUTRAL,LOSS,-95.0,-97.4,4.0
GBP/CAD,2025-08-29,SELL,clean,CONVERGING,False,False,False,SELL,NEUTRAL,EXPIRED,37.7,27.7,6.0
GBP/CAD,2025-09-01,BUY,clean,CONVERGING,False,False,False,SELL,NEUTRAL,LOSS,-90.0,-94.7,1.0
GBP/CAD,2025-09-01,SELL,clean,CONVERGING,False,False,False,SELL,NEUTRAL,LOSS,-90.0,-98.5,4.0
GBP/CAD,2025-09-02,BUY,clean,CONVERGING,False,False,False,SELL,SELL,LOSS,-100.0,-104.7,1.0
GBP/CAD,2025-09-02,SELL,clean,CONVERGING,False,False,False,SELL,SELL,WIN,200.0,193.8,1.0
GBP/CAD,2025-09-03,BUY,would_F,LEANING_BULL,False,False,True,SELL,BUY,WIN,220.0,216.1,2.0
GBP/CAD,2025-09-03,SELL,would_F,LEANING_BULL,True,False,True,SELL,BUY,LOSS,-110.0,-116.2,1.0
GBP/CAD,2025-09-04,BUY,clean,LEANING_BULL,False,False,False,SELL,NEUTRAL,WIN,220.0,219.2,6.0
GBP/CAD,2025-09-04,SELL,would_D_ribbon,LEANING_BULL,True,False,False,SELL,NEUTRAL,LOSS,-110.0,-116.2,1.0
GBP/CAD,2025-09-05,BUY,clean,LEANING_BULL,False,False,False,SELL,NEUTRAL,EXPIRED,186.5,185.7,6.0
GBP/CAD,2025-09-05,SELL,would_D_ribbon,LEANING_BULL,True,False,False,SELL,NEUTRAL,LOSS,-115.0,-122.7,3.0
GBP/CAD,2025-09-08,BUY,clean,CONVERGING,False,False,False,SELL,SELL,EXPIRED,114.3,112.0,4.0
GBP/CAD,2025-09-08,SELL,clean,CONVERGING,False,False,False,SELL,SELL,LOSS,-120.0,-127.7,3.0
GBP/CAD,2025-09-09,BUY,clean,CONVERGING,False,False,False,SELL,SELL,EXPIRED,60.2,59.4,6.0
GBP/CAD,2025-09-09,SELL,clean,CONVERGING,False,False,False,SELL,SELL,LOSS,-115.0,-125.0,6.0
GBP/CAD,2025-09-10,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,EXPIRED,15.0,14.2,6.0
GBP/CAD,2025-09-10,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,-15.0,-25.0,6.0
GBP/CAD,2025-09-11,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,EXPIRED,-1.2,-2.0,6.0
GBP/CAD,2025-09-11,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,1.2,-8.9,6.0
GBP/CAD,2025-09-12,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,EXPIRED,-13.1,-13.9,6.0
GBP/CAD,2025-09-12,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,13.1,3.0,6.0
GBP/CAD,2025-09-15,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,LOSS,-105.0,-107.3,4.0
GBP/CAD,2025-09-15,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,55.1,46.6,4.0
GBP/CAD,2025-09-16,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,LOSS,-105.0,-108.1,3.0
GBP/CAD,2025-09-16,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,178.9,168.9,6.0
GBP/CAD,2025-09-17,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,LOSS,-100.0,-103.9,2.0
GBP/CAD,2025-09-17,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,WIN,200.0,193.0,2.0
GBP/CAD,2025-09-18,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,LOSS,-100.0,-104.7,1.0
GBP/CAD,2025-09-18,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,WIN,200.0,193.8,1.0
GBP/CAD,2025-09-19,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-113.1,3.0
GBP/CAD,2025-09-19,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,7.9,-2.1,6.0
GBP/CAD,2025-09-22,BUY,would_F,CONVERGING,False,False,True,SELL,BUY,EXPIRED,33.8,31.4,4.0
GBP/CAD,2025-09-22,SELL,would_F,CONVERGING,False,False,True,SELL,BUY,LOSS,-110.0,-116.2,1.0
GBP/CAD,2025-09-23,BUY,clean,CONVERGING,False,False,False,SELL,NEUTRAL,EXPIRED,4.1,3.3,6.0
GBP/CAD,2025-09-23,SELL,clean,CONVERGING,False,False,False,SELL,NEUTRAL,EXPIRED,-4.1,-14.1,6.0
GBP/CAD,2025-09-24,BUY,clean,CONVERGING,False,False,False,SELL,NEUTRAL,LOSS,-115.0,-119.7,1.0
GBP/CAD,2025-09-24,SELL,clean,CONVERGING,False,False,False,SELL,NEUTRAL,EXPIRED,16.2,6.2,6.0
GBP/CAD,2025-09-25,BUY,clean,CONVERGING,False,False,False,SELL,NEUTRAL,EXPIRED,30.0,29.2,6.0
GBP/CAD,2025-09-25,SELL,clean,CONVERGING,False,False,False,SELL,NEUTRAL,LOSS,-115.0,-125.0,6.0
GBP/CAD,2025-09-26,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,230.0,228.4,5.0
GBP/CAD,2025-09-26,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-122.7,3.0
GBP/CAD,2025-09-29,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,84.6,82.3,4.0
GBP/CAD,2025-09-29,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-120.0,-127.0,2.0
GBP/CAD,2025-09-30,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,60.7,59.9,6.0
GBP/CAD,2025-09-30,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-121.2,1.0
GBP/CAD,2025-10-01,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,87.6,86.8,6.0
GBP/CAD,2025-10-01,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-87.6,-97.6,6.0
GBP/CAD,2025-10-02,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-64.5,-65.3,6.0
GBP/CAD,2025-10-02,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,64.5,54.4,6.0
GBP/CAD,2025-10-03,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-110.8,6.0
GBP/CAD,2025-10-03,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,71.5,61.5,6.0
GBP/CAD,2025-10-06,BUY,clean,ALIGNED_BULL,False,False,False,SELL,SELL,LOSS,-110.0,-113.1,3.0
GBP/CAD,2025-10-06,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,SELL,EXPIRED,108.1,99.6,4.0
GBP/CAD,2025-10-07,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-114.6,1.0
GBP/CAD,2025-10-07,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,WIN,220.0,212.3,3.0
GBP/CAD,2025-10-08,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-113.9,2.0
GBP/CAD,2025-10-08,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,7.5,-2.5,6.0
GBP/CAD,2025-10-09,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-114.6,1.0
GBP/CAD,2025-10-09,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,-6.6,-16.6,6.0
GBP/CAD,2025-10-10,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,WIN,220.0,219.2,6.0
GBP/CAD,2025-10-10,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-110.0,-119.2,5.0
GBP/CAD,2025-10-13,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,220.0,216.9,3.0
GBP/CAD,2025-10-13,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-110.0,-116.9,2.0
GBP/CAD,2025-10-14,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,98.9,98.1,6.0
GBP/CAD,2025-10-14,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-110.0,-117.0,2.0
GBP/CAD,2025-10-15,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,100.4,99.6,6.0
GBP/CAD,2025-10-15,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-105.0,-111.2,1.0
GBP/CAD,2025-10-16,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-115.0,-115.8,6.0
GBP/CAD,2025-10-16,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,EXPIRED,87.5,77.4,6.0
GBP/CAD,2025-10-17,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-112.3,4.0
GBP/CAD,2025-10-17,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,WIN,220.0,210.7,5.0
GBP/CAD,2025-10-20,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-113.9,2.0
GBP/CAD,2025-10-20,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,176.7,168.2,4.0
GBP/CAD,2025-10-21,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-114.6,1.0
GBP/CAD,2025-10-21,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,EXPIRED,165.1,155.0,6.0
GBP/CAD,2025-10-22,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-113.9,2.0
GBP/CAD,2025-10-22,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,WIN,220.0,210.0,6.0
GBP/CAD,2025-10-23,BUY,clean,ALIGNED_BULL,False,False,False,SELL,NEUTRAL,LOSS,-110.0,-111.6,5.0
GBP/CAD,2025-10-23,SELL,would_F,ALIGNED_BULL,True,True,False,SELL,NEUTRAL,WIN,220.0,210.0,6.0
GBP/CAD,2025-10-24,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,BUY,LOSS,-110.0,-112.4,4.0
GBP/CAD,2025-10-24,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,BUY,WIN,220.0,210.8,5.0
GBP/CAD,2025-10-27,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,BUY,LOSS,-105.0,-109.6,1.0
GBP/CAD,2025-10-27,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,BUY,WIN,210.0,203.0,2.0
GBP/CAD,2025-10-28,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-119.7,1.0
GBP/CAD,2025-10-28,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,230.0,223.8,1.0
GBP/CAD,2025-10-29,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-125.0,-129.7,1.0
GBP/CAD,2025-10-29,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,49.4,39.4,6.0
GBP/CAD,2025-10-30,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,-30.7,-31.6,6.0
GBP/CAD,2025-10-30,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,30.7,20.7,6.0
GBP/CAD,2025-10-31,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,5.3,4.4,6.0
GBP/CAD,2025-10-31,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-130.0,6.0
GBP/CAD,2025-11-03,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,135.0,132.6,4.0
GBP/CAD,2025-11-03,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-127.7,3.0
GBP/CAD,2025-11-04,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,-4.1,-5.0,6.0
GBP/CAD,2025-11-04,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,4.1,-5.9,6.0
GBP/CAD,2025-11-05,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,113.1,112.2,6.0
GBP/CAD,2025-11-05,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-126.2,1.0
GBP/CAD,2025-11-06,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,27.8,26.9,6.0
GBP/CAD,2025-11-06,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-126.2,1.0
GBP/CAD,2025-11-07,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,LOSS,-125.0,-127.4,4.0
GBP/CAD,2025-11-07,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,149.2,139.2,6.0
GBP/CAD,2025-11-10,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,3.2,0.8,4.0
GBP/CAD,2025-11-10,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,-3.2,-11.6,4.0
GBP/CAD,2025-11-11,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,LOSS,-120.0,-124.7,1.0
GBP/CAD,2025-11-11,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,28.2,18.2,6.0
GBP/CAD,2025-11-12,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,53.7,52.8,6.0
GBP/CAD,2025-11-12,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,-53.7,-63.7,6.0
GBP/CAD,2025-11-13,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,-4.7,-5.6,6.0
GBP/CAD,2025-11-13,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,4.7,-5.3,6.0
GBP/CAD,2025-11-14,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,LOSS,-120.0,-120.9,6.0
GBP/CAD,2025-11-14,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,117.9,107.9,6.0
GBP/CAD,2025-11-17,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,-6.8,-9.2,4.0
GBP/CAD,2025-11-17,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,6.8,-1.7,4.0
GBP/CAD,2025-11-18,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-119.7,1.0
GBP/CAD,2025-11-18,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,25.8,15.8,6.0
GBP/CAD,2025-11-19,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,BUY,EXPIRED,104.4,103.5,6.0
GBP/CAD,2025-11-19,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-130.0,6.0
GBP/CAD,2025-11-20,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,BUY,WIN,240.0,238.4,5.0
GBP/CAD,2025-11-20,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,BUY,LOSS,-120.0,-126.2,1.0
GBP/CAD,2025-11-21,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,152.4,151.5,6.0
GBP/CAD,2025-11-21,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-120.0,-128.5,4.0
GBP/CAD,2025-11-24,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,109.1,106.7,4.0
GBP/CAD,2025-11-24,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-121.2,1.0
GBP/CAD,2025-11-25,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,1.0,0.1,6.0
GBP/CAD,2025-11-25,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-120.0,-126.2,1.0
GBP/CAD,2025-11-26,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,-64.4,-65.2,6.0
GBP/CAD,2025-11-26,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,64.4,54.4,6.0
GBP/CAD,2025-11-27,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,SELL,LOSS,-115.0,-119.7,1.0
GBP/CAD,2025-11-27,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,SELL,EXPIRED,123.8,113.8,6.0
GBP/CAD,2025-11-28,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,LOSS,-120.0,-122.4,4.0
GBP/CAD,2025-11-28,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-51.0,-61.0,6.0
GBP/CAD,2025-12-01,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,104.4,102.0,4.0
GBP/CAD,2025-12-01,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-121.9,2.0
GBP/CAD,2025-12-02,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-115.9,6.0
GBP/CAD,2025-12-02,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-121.2,1.0
GBP/CAD,2025-12-03,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,-11.9,-12.8,6.0
GBP/CAD,2025-12-03,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,LOSS,-115.0,-121.2,1.0
GBP/CAD,2025-12-04,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-120.0,-124.7,1.0
GBP/CAD,2025-12-04,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,WIN,240.0,231.5,4.0
GBP/CAD,2025-12-05,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-125.0,-128.1,3.0
GBP/CAD,2025-12-05,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,135.0,125.0,6.0
GBP/CAD,2025-12-08,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,12.3,9.9,4.0
GBP/CAD,2025-12-08,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,-12.3,-20.8,4.0
GBP/CAD,2025-12-09,BUY,would_D_ribbon,LEANING_BEAR,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,-50.9,-51.8,6.0
GBP/CAD,2025-12-09,SELL,clean,LEANING_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,50.9,40.9,6.0
GBP/CAD,2025-12-10,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,BUY,EXPIRED,3.9,3.0,6.0
GBP/CAD,2025-12-10,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,-3.9,-13.9,6.0
GBP/CAD,2025-12-11,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,3.8,2.9,6.0
GBP/CAD,2025-12-11,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-3.8,-13.8,6.0
GBP/CAD,2025-12-12,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,-9.8,-10.7,6.0
GBP/CAD,2025-12-12,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,9.8,-0.2,6.0
GBP/CAD,2025-12-15,BUY,would_F,ALIGNED_BEAR,True,True,False,NEUTRAL,BUY,EXPIRED,36.2,33.8,4.0
GBP/CAD,2025-12-15,SELL,clean,ALIGNED_BEAR,False,False,False,NEUTRAL,BUY,EXPIRED,-36.2,-44.7,4.0
